"cue","lemma","n"
"baby","depend",1
"baby","dependent",2
"baby","describe",1
"baby","diaper",6
"baby","doll",1
"baby","drink",2
"baby","drool",2
"baby","duper",1
"baby","earliest",1
"baby","eat",3
"baby","egg",1
"baby","embryo",1
"baby","family",1
"baby","father",2
"baby","feed",1
"baby","first",1
"baby","food",1
"baby","fragile",3
"baby","giggle",1
"baby","girl",2
"baby","good",1
"baby","grow",1
"baby","happy",3
"baby","head",1
"baby","helpless",3
"baby","hospital",1
"baby","human",4
"baby","immature",2
"baby","inability",1
"baby","infant",6
"baby","initial",1
"baby","innocence",1
"baby","innocent",6
"baby","just",1
"baby","kid",1
"baby","kiss",1
"baby","laugh",2
"baby","learn",2
"baby","life",2
"baby","little",5
"baby","lot",1
"baby","loud",3
"baby","lovable",2
"baby","messy",1
"baby","milk",4
"baby","mom",1
"baby","month",1
"baby","mother",3
"baby","must",1
"baby","naive",1
"baby","need",1
"baby","needy",1
"baby","new",7
"baby","newborn",7
"baby","nickname",1
"baby","nine",1
"baby","nonsense",1
"baby","null",1
"baby","oblong",1
"baby","offspring",1
"baby","one",1
"baby","ovary",1
"baby","pacier",1
"baby","pacifier",2
"baby","parent",1
"baby","patience",1
"baby","pee",1
"baby","person",5
"baby","pink",3
"baby","playing",1
"baby","poop",3
"baby","potential",1
"baby","precious",1
"baby","pregnant",3
"baby","pretty",2
"baby","protect",1
"baby","pure",1
"baby","quality",1
"baby","quickly",1
"baby","quiet",1
"baby","recently",1
"baby","relationship",2
"baby","restroom",1
"baby","s",1
"baby","seat",1
"baby","sensitive",1
"baby","sex",2
"baby","shower",2
"baby","significant",1
"baby","sister",1
"baby","sleep",2
"baby","sleeping",1
"baby","small",18
"baby","smell",2
"baby","smile",1
"baby","smooth",2
"baby","snugly",1
"baby","soft",7
"baby","son",1
"baby","sperm",1
"baby","spouse",1
"baby","stage",2
"baby","still",1
"baby","stroller",2
"baby","sweet",4
"baby","talk",1
"baby","teddy",1
"baby","tiny",3
"baby","toddler",2
"baby","tooth",1
"baby","two",1
"baby","use",2
"baby","vulnerable",1
"baby","walk",2
"baby","warm",1
"baby","watched",1
"baby","womb",1
"baby","word",1
"baby","young",7
"baby","youth",1
"bacon","amazing",1
"bacon","america",1
"bacon","apple",2
"bacon","around",1
"bacon","artery",1
"bacon","attack",1
"bacon","bacon",5
"bacon","bad",1
"bacon","bake",1
"bacon","big",1
"bacon","biscuit",2
"bacon","bit",1
"bacon","block",1
"bacon","blt",4
"bacon","bond",1
"bacon","boy",1
"bacon","bread",1
"bacon","breakfast",27
"bacon","bright",1
"bacon","brown",4
"bacon","can",1
"bacon","cap",1
"bacon","catching",1
"bacon","cheese",1
"bacon","cheeseburger",2
"bacon","chewy",1
"bacon","chicken",1
"bacon","cold",1
"bacon","come",6
"bacon","complete",1
"bacon","consider",1
"bacon","cook",6
"bacon","crisp",1
"bacon","crispy",7
"bacon","crunchy",5
"bacon","cut",1
"bacon","dad",1
"bacon","delicious",4
"bacon","dish",1
"bacon","distinctive",1
"bacon","dog",2
"bacon","eat",8
"bacon","edible",1
"bacon","egg",7
"bacon","everything",1
"bacon","farm",1
"bacon","fat",7
"bacon","fatten",2
"bacon","fatty",2
"bacon","flimsy",1
"bacon","food",17
"bacon","fried",2
"bacon","friend",1
"bacon","fry",5
"bacon","good",12
"bacon","goose",1
"bacon","grease",6
"bacon","greasy",9
"bacon","greedy",1
"bacon","grit",2
"bacon","gross",1
"bacon","hamburger",1
"bacon","hard",2
"bacon","heart",1
"bacon","hit",1
"bacon","hot",2
"bacon","human",1
"bacon","item",1
"bacon","jew",1
"bacon","kosher",1
"bacon","lettuce",1
"bacon","light",1
"bacon","lot",1
"bacon","make",1
"bacon","many",2
"bacon","may",1
"bacon","meal",1
"bacon","meat",9
"bacon","microwave",1
"bacon","mix",1
"bacon","morning",3
"bacon","napkin",1
"bacon","nasty",1
"bacon","null",1
"bacon","oily",1
"bacon","pan",4
"bacon","part",1
"bacon","past time",1
"bacon","people",1
"bacon","pig",33
"bacon","pizza",1
"bacon","pork",9
"bacon","put",1
"bacon","red",4
"bacon","run",1
"bacon","s",1
"bacon","salad",2
"bacon","salty",4
"bacon","sandwich",4
"bacon","sausage",1
"bacon","several",1
"bacon","sizzle",2
"bacon","skillet",2
"bacon","smell",6
"bacon","smelly",1
"bacon","sodium",1
"bacon","son",1
"bacon","sort",1
"bacon","sport",1
"bacon","stadium",1
"bacon","strip",1
"bacon","summer",1
"bacon","swine",1
"bacon","taste",2
"bacon","tasty",7
"bacon","thin",1
"bacon","toast",1
"bacon","tomato",1
"bacon","turkey",2
"bacon","type",1
"bacon","unclean",1
"bacon","uncooked",1
"bacon","unhealthy",3
"bacon","usually",3
"bacon","vegetarian",1
"bacon","weather",1
"bacon","well",3
"bacon","without",1
"bacon","wood",1
"bacon","world",1
"bacon","yet",1
"bacon","yummy",3
"bake","act",3
"bake","action",2
"bake","activity",1
"bake","agent",1
"bake","air",2
"bake","almost",1
"bake","also",1
"bake","anyone",1
"bake","appliance",1
"bake","apply",1
"bake","apron",2
"bake","area",1
"bake","around",1
"bake","associate",2
"bake","bake",20
"bake","bake cakes",1
"bake","bake off",1
"bake","baker",3
"bake","bakery",4
"bake","base",1
"bake","batter",1
"bake","bear",1
"bake","bed",1
"bake","birthday",2
"bake","bowl",2
"bake","bread",12
"bake","broil",1
"bake","brownie",4
"bake","butter",1
"bake","cake",37
"bake","can",12
"bake","casserole",2
"bake","cast",1
"bake","category",1
"bake","caterer",1
"bake","challenge",1
"bake","change",1
"bake","chef",2
"bake","chemical",1
"bake","chicken",2
"bake","childhood",1
"bake","college",1
"bake","color",1
"bake","conviction",1
"bake","cook",39
"bake","cookie",29
"bake","cooking",16
"bake","create",2
"bake","cup",1
"bake","cupcake",2
"bake","cut",1
"bake","danish",1
"bake","deal",1
"bake","delicious",2
"bake","describe",3
"bake","desert",1
"bake","dessert",7
"bake","different",1
"bake","dinner",2
"bake","dough",1
"bake","doughnut",1
"bake","dry",3
"bake","easy",2
"bake","eat",2
"bake","edible",1
"bake","egg",1
"bake","electric",1
"bake","enclose",1
"bake","etc",1
"bake","even",1
"bake","feel",1
"bake","finish",1
"bake","flour",5
"bake","food",33
"bake","form",9
"bake","fresh",1
"bake","fry",2
"bake","fun",2
"bake","fundraiser",1
"bake","get",2
"bake","girl",2
"bake","go",2
"bake","good",7
"bake","grandma",1
"bake","group",1
"bake","guest",1
"bake","half baked",1
"bake","ham",1
"bake","hard",1
"bake","harden",1
"bake","healthier",1
"bake","healthy",1
"bake","heat",21
"bake","heating",1
"bake","high",2
"bake","hobby",1
"bake","holiday",2
"bake","home",4
"bake","hot",7
"bake","human",1
"bake","hungry",1
"bake","include",1
"bake","individual",1
"bake","ingredient",5
"bake","involve",2
"bake","item",2
"bake","jersey",1
"bake","kill",1
"bake","kitchen",5
"bake","leaven",1
"bake","like",6
"bake","long",2
"bake","lot",1
"bake","mainly",1
"bake","make",31
"bake","many",1
"bake","marijuana",1
"bake","martha",2
"bake","material",2
"bake","meal",1
"bake","meaning",1
"bake","meatloaf",1
"bake","meet",1
"bake","messy",1
"bake","method",1
"bake","might",1
"bake","milk",1
"bake","mitten",1
"bake","mix",2
"bake","mixer",1
"bake","mom",1
"bake","muffin",2
"bake","must",1
"bake","need",1
"bake","null",1
"bake","often",1
"bake","oven",58
"bake","overheat",1
"bake","pan",1
"bake","part",1
"bake","party",1
"bake","past",1
"bake","pastry",7
"bake","pathogen",1
"bake","perform",1
"bake","period",1
"bake","person",1
"bake","pi",1
"bake","pie",3
"bake","place",1
"bake","pot",1
"bake","potato",2
"bake","pottery",1
"bake","prepare",1
"bake","process",3
"bake","produce",2
"bake","product",1
"bake","profit",1
"bake","property",1
"bake","put",2
"bake","radiation",1
"bake","reaction",1
"bake","recipe",1
"bake","refer",1
"bake","require",8
"bake","rise",1
"bake","sale",2
"bake","satisfy",1
"bake","sell",1
"bake","shop",1
"bake","shore",1
"bake","side",1
"bake","slang",2
"bake","smell",6
"bake","smoke",1
"bake","someone",1
"bake","something",12
"bake","sometimes",2
"bake","sort",1
"bake","specific",1
"bake","spoon",2
"bake","steward",1
"bake","stewart",1
"bake","store",1
"bake","stove",5
"bake","substance",3
"bake","sugar",2
"bake","sun",3
"bake","sun tanning",1
"bake","sunburn",1
"bake","surplus",1
"bake","surround",1
"bake","sweat",1
"bake","sweet",7
"bake","table",1
"bake","take",1
"bake","tan",1
"bake","tasty",1
"bake","temperature",1
"bake","term",2
"bake","thanksgiving",1
"bake","thing",7
"bake","time",3
"bake","timer",1
"bake","together",1
"bake","torte",1
"bake","toy",1
"bake","tray",1
"bake","treat",2
"bake","type",4
"bake","use",31
"bake","usually",11
"bake","variety",2
"bake","verb",1
"bake","warm",2
"bake","way",4
"bake","wear",1
"bake","well",1
"bake","whole",1
"bake","work",1
"bake","yummy",4
"balloon","99",1
"balloon","air",27
"balloon","animal",6
"balloon","attach",2
"balloon","away",2
"balloon","ball",1
"balloon","balloon",5
"balloon","big",4
"balloon","birthday",8
"balloon","bladder",1
"balloon","blow",5
"balloon","breakable",1
"balloon","can",10
"balloon","car",1
"balloon","caring",1
"balloon","carnival",2
"balloon","celebrate",2
"balloon","celebration",5
"balloon","child",3
"balloon","childhood",1
"balloon","circular",1
"balloon","circus",1
"balloon","clown",9
"balloon","color",8
"balloon","colorful",11
"balloon","contain",4
"balloon","cool",1
"balloon","decoration",3
"balloon","deflate",1
"balloon","delicate",1
"balloon","different",5
"balloon","elastic",1
"balloon","entertain",1
"balloon","expand",2
"balloon","expansion",1
"balloon","fair",2
"balloon","festivity",1
"balloon","file",1
"balloon","fill",10
"balloon","find",4
"balloon","float",18
"balloon","fly",4
"balloon","full",1
"balloon","fun",2
"balloon","get",1
"balloon","give",2
"balloon","go",1
"balloon","happiness",1
"balloon","happy",2
"balloon","helium",25
"balloon","hold",1
"balloon","hot",2
"balloon","inflate",4
"balloon","instrument",1
"balloon","kid",8
"balloon","latex",4
"balloon","let",1
"balloon","light",3
"balloon","like",1
"balloon","little",1
"balloon","lot",1
"balloon","loud",2
"balloon","love",1
"balloon","make",6
"balloon","many",1
"balloon","material",1
"balloon","multi",1
"balloon","null",1
"balloon","object",3
"balloon","oxygen",1
"balloon","parade",1
"balloon","park",1
"balloon","party",16
"balloon","piece",1
"balloon","pig",1
"balloon","plastic",2
"balloon","pop",10
"balloon","process",1
"balloon","red",3
"balloon","round",7
"balloon","rubber",10
"balloon","see through",1
"balloon","shape",2
"balloon","size",1
"balloon","slow",1
"balloon","small",3
"balloon","something",2
"balloon","static",2
"balloon","store",2
"balloon","stretchy",1
"balloon","string",7
"balloon","substance",1
"balloon","symbol",1
"balloon","teardrop",1
"balloon","theme",1
"balloon","thing",1
"balloon","tie",3
"balloon","toy",1
"balloon","travel",1
"balloon","use",3
"balloon","usually",2
"balloon","water",1
"balloon","weather",1
"balloon","weight",1
"balloon","weightless",1
"balloon","well",1
"balloon","word",1
"baseball","100",1
"baseball","3",1
"baseball","4",3
"baseball","9",3
"baseball","abbott",1
"baseball","activity",1
"baseball","actual",1
"baseball","age",1
"baseball","all american",1
"baseball","also",1
"baseball","america",8
"baseball","american",2
"baseball","americans",1
"baseball","americium",1
"baseball","another",1
"baseball","around",3
"baseball","average",1
"baseball","babe",1
"baseball","bad",1
"baseball","ball",36
"baseball","ballpark",1
"baseball","base",18
"baseball","baseball",24
"baseball","baseman",1
"baseball","bat",22
"baseball","batter",4
"baseball","batting",1
"baseball","beer",6
"baseball","blue",1
"baseball","bore",2
"baseball","boring",3
"baseball","bouncy",1
"baseball","boy",1
"baseball","bro",1
"baseball","butt",1
"baseball","can",10
"baseball","canvas",1
"baseball","cap",1
"baseball","cardinal",12
"baseball","catch",6
"baseball","catcher",3
"baseball","cause",1
"baseball","chew",1
"baseball","child",1
"baseball","circular",1
"baseball","cleat",1
"baseball","coke",1
"baseball","colored",1
"baseball","commonly",1
"baseball","consider",1
"baseball","coordination",1
"baseball","cork",1
"baseball","costello",1
"baseball","covering",1
"baseball","cracker",2
"baseball","cub",1
"baseball","cycle",1
"baseball","david",1
"baseball","dejesus",1
"baseball","describe",1
"baseball","diamond",4
"baseball","dirt",1
"baseball","dirty",1
"baseball","dog",7
"baseball","don",1
"baseball","double",2
"baseball","drink",1
"baseball","dugout",1
"baseball","eat",1
"baseball","ejection",1
"baseball","enjoy",1
"baseball","enjoyable",1
"baseball","entertainment",2
"baseball","especially",1
"baseball","espn",1
"baseball","exciting",1
"baseball","exercise",1
"baseball","expensive",1
"baseball","explain",1
"baseball","eye",1
"baseball","face",1
"baseball","fan",1
"baseball","fast",2
"baseball","faux",1
"baseball","favorite",3
"baseball","field",8
"baseball","fight",1
"baseball","firework",1
"baseball","first",3
"baseball","foul",3
"baseball","fun",6
"baseball","game",22
"baseball","glove",10
"baseball","good",1
"baseball","grand",1
"baseball","grass",1
"baseball","great",1
"baseball","green",1
"baseball","ground",1
"baseball","hand eye",1
"baseball","hard",9
"baseball","hat",3
"baseball","helmet",2
"baseball","high",1
"baseball","hit",19
"baseball","home",12
"baseball","hot",11
"baseball","hurt",3
"baseball","ill",1
"baseball","industry",1
"baseball","infield",2
"baseball","innings",3
"baseball","inside",2
"baseball","involve",3
"baseball","jack",2
"baseball","japan",1
"baseball","jersey",1
"baseball","judge",1
"baseball","jumbo",1
"baseball","ketchup",1
"baseball","kid",1
"baseball","know",1
"baseball","league",5
"baseball","leather",8
"baseball","leathery",1
"baseball","leave",1
"baseball","light",2
"baseball","like",1
"baseball","line",1
"baseball","little",3
"baseball","long",2
"baseball","lot",2
"baseball","loud",1
"baseball","louis",1
"baseball","major",3
"baseball","make",4
"baseball","male",1
"baseball","man",3
"baseball","many",1
"baseball","mark",2
"baseball","mean",1
"baseball","medium",1
"baseball","meet",1
"baseball","million",1
"baseball","missouri",1
"baseball","ml",1
"baseball","mound",1
"baseball","mph",1
"baseball","mustard",1
"baseball","nachos",1
"baseball","national",1
"baseball","nine",2
"baseball","null",1
"baseball","one",2
"baseball","outdoors",1
"baseball","outfield",2
"baseball","outside",1
"baseball","pain",1
"baseball","pant",3
"baseball","parking",1
"baseball","past",2
"baseball","past time",1
"baseball","pastime",5
"baseball","peanut",5
"baseball","people",5
"baseball","per",2
"baseball","person",1
"baseball","pitch",1
"baseball","pitcher",7
"baseball","plate",3
"baseball","play",21
"baseball","player",9
"baseball","playoff",1
"baseball","point",1
"baseball","popcorn",2
"baseball","popular",4
"baseball","professional",2
"baseball","professionally",1
"baseball","provide",1
"baseball","pull",1
"baseball","race",1
"baseball","recording",1
"baseball","red",16
"baseball","relish",1
"baseball","require",1
"baseball","rough",1
"baseball","round",7
"baseball","royal",4
"baseball","rubber",1
"baseball","rude",1
"baseball","run",14
"baseball","ruth",1
"baseball","s",9
"baseball","safe",2
"baseball","score",1
"baseball","seam",1
"baseball","second",1
"baseball","seed",1
"baseball","series",3
"baseball","shaped",1
"baseball","shortstop",1
"baseball","single",2
"baseball","skid",1
"baseball","slam",1
"baseball","slow",2
"baseball","slugger",1
"baseball","small",7
"baseball","smell",1
"baseball","smooth",1
"baseball","sock",1
"baseball","soda",1
"baseball","soft",1
"baseball","solid",1
"baseball","something",3
"baseball","sphere",1
"baseball","sport",31
"baseball","spring",1
"baseball","st",1
"baseball","stadium",2
"baseball","steroid",1
"baseball","stick",1
"baseball","stitch",13
"baseball","strike",3
