"cue","feature","pos","lemma"
"alligator","teeth","noun","tooth"
"alligator","mean","verb","mean"
"alligator","animal","adjective","animal"
"alligator","big","adjective","big"
"alligator","scary","adjective","scary"
"alligator","kills","noun","kill"
"alligator","predator","noun","predator"
"alligator","fast","adverb","fast"
"alligator","can","modal","can"
"alligator","swim","verb","swim"
"alligator","animal","adjective","animal"
"alligator","water","noun","water"
"alligator","big","adjective","big"
"alligator","scary","adjective","scary"
"alligator","animal","adjective","animal"
"alligator","green","adjective","green"
"alligator","water","noun","water"
"alligator","river","noun","river"
"alligator","bird","noun","bird"
"alligator","animal","noun","animal"
"alligator","live","verb","live"
"alligator","water","noun","water"
"alligator","edible","adjective","edible"
"alligator","live","verb","live"
"alligator","swamps","noun","swamp"
"alligator","reptile","noun","reptile"
"alligator","around","adverb","around"
"alligator","since","preposition","since"
"alligator","dinosaurs","noun","dinosaur"
"alligator","sharp","adjective","sharp"
"alligator","teeth","noun","tooth"
"alligator","animal","noun","animal"
"alligator","reptile","noun","reptile"
"alligator","sharp","adjective","sharp"
"alligator","teeth","noun","tooth"
"alligator","live","verb","live"
"alligator","water","noun","water"
"alligator","aggressive","adjective","aggressive"
"alligator","predator","noun","predator"
"alligator","scaly","adjective","scaly"
"alligator","big","adjective","big"
"alligator","swims","noun","swim"
"alligator","reptile","adjective","reptile"
"alligator","deep","adjective","deep"
"alligator","south","noun","south"
"alligator","lives","verb","live"
"alligator","lakes","noun","lake"
"alligator","swamps","noun","swamp"
"alligator","huge","adjective","huge"
"alligator","lake","noun","lake"
"alligator","similar","adjective","similar"
"alligator","crocodile","noun","crocodile"
"alligator","can","modal","can"
"alligator","lizard","noun","lizard"
"alligator","eat","verb","eat"
"alligator","people","noun","people"
"alligator","lives","noun","life"
"alligator","body","noun","body"
"alligator","water","noun","water"
"alligator","NULL ","name","null"
"apple","varies","verb","vary"
"apple","color","noun","color"
"apple","tastes","verb","taste"
"apple","good","adjective","good"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","sweet","adjective","sweet"
"apple","sour","noun","sour"
"apple","bitter","adjective","bitter"
"apple","pies","noun","pie"
"apple","desserts","noun","dessert"
"apple","covered","verb","cover"
"apple","caramel","noun","caramel"
"apple","grown","verb","grow"
"apple","trees","noun","tree"
"apple","snow","verb","snow"
"apple","white","adjective","white"
"apple","orchard","noun","orchard"
"apple","sweet","adjective","sweet"
"apple","sour","adjective","sour"
"apple","green","adjective","green"
"apple","red","adjective","red"
"apple","large","adjective","large"
"apple","small","adjective","small"
"apple","seeds","noun","seed"
"apple","skin","verb","skin"
"apple","tasty","adjective","tasty"
"apple","nutrients","noun","nutrient"
"apple","juice","noun","juice"
"apple","vitamins","noun","vitamin"
"apple","smoke","verb","smoke"
"apple","red","adjective","red"
"apple","granny","noun","granny"
"apple","smith","noun","smith"
"apple","green","adjective","green"
"apple","apple","noun","apple"
"apple","picking","verb","pick"
"apple","round","adjective","round"
"apple","juicy","adjective","juicy"
"apple","delicious","adjective","delicious"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","yellow","noun","yellow"
"apple","keeps","verb","keep"
"apple","doctor","noun","doctor"
"apple","away","adverb","away"
"apple","worms","verb","worm"
"apple","like","preposition","like"
"apple","good","adjective","good"
"apple","gift","noun","gift"
"apple","teacher","noun","teacher"
"apple","grows","verb","grow"
"apple","tree","noun","tree"
"apple","stem","noun","stem"
"apple","made","verb","make"
"apple","pies","noun","pie"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","juicy","adjective","juicy"
"apple","type","noun","type"
"apple","food","noun","food"
"apple","used","verb","use"
"apple","cooking","verb","cook"
"apple","tasty","adjective","tasty"
"apple","grown","verb","grow"
"apple","trees","noun","tree"
"apple","picked","verb","pick"
"apple","children","noun","child"
"apple","people","noun","people"
"apple","red","adjective","red"
"apple","sweet","adjective","sweet"
"apple","green","adjective","green"
"apple","tart","adjective","tart"
"apple","round","noun","round"
"apple","newton","noun","newton"
"apple","math","noun","math"
"apple","boring","verb","bore"
"apple","red","adjective","red"
"apple","simple","adjective","simple"
"apple","round","noun","round"
"apple","green","adjective","green"
"apple","healthy","adjective","healthy"
"apple","popular","adjective","popular"
"apple","common","adjective","common"
"apple","crisp","adjective","crisp"
"apple","food","noun","food"
"apple","fruit","noun","fruit"
"apple","contain","verb","contain"
"apple","worms","noun","worm"
"apple","hand","noun","hand"
"apple","picked","verb","pick"
"apple","nature","noun","nature"
"apple","childhood","noun","childhood"
"apple","red","adjective","red"
"apple","picking","verb","pick"
"apple","pie","noun","pie"
"apple","red","adjective","red"
"apple","juicy","adjective","juicy"
"apple","green","adjective","green"
"apple","yellow","adjective","yellow"
"apple","sour","adjective","sour"
"apple","sweet","noun","sweet"
"apple","stem","noun","stem"
"apple","seeds","noun","seed"
"apple","red","adjective","red"
"apple","juicy","adjective","juicy"
"apple","red","adjective","red"
"apple","hard","adjective","hard"
"apple","juicy","adjective","juicy"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","yellow","adjective","yellow"
"apple","big","adjective","big"
"apple","small","adjective","small"
"apple","juicy","adjective","juicy"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","fruit","noun","fruit"
"apple","tree","noun","tree"
"apple","delicious","adjective","delicious"
"apple","red","noun","red"
"apple","edible","adjective","edible"
"apple","fruit","noun","fruit"
"apple","juicy","adjective","juicy"
"apple","grows","verb","grow"
"apple","tree","noun","tree"
"apple","seeds","noun","seed"
"apple","stem","noun","stem"
"apple","green","adjective","green"
"apple","yellow","adjective","yellow"
"apple","well","adverb","well"
"apple","mainly","adverb","mainly"
"apple","baseball","noun","baseball"
"apple","size","noun","size"
"apple","red","adjective","red"
"apple","crunchy","adjective","crunchy"
"apple","healthy","adjective","healthy"
"apple","red","adjective","red"
"apple","big","adjective","big"
"apple","small","adjective","small"
"apple","juicy","adjective","juicy"
"apple","ripe","adjective","ripe"
"apple","sweet","adjective","sweet"
"apple","red","adjective","red"
"apple","pie","noun","pie"
"apple","fall","noun","fall"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","crisp","adjective","crisp"
"apple","pie","noun","pie"
"apple","orange","noun","orange"
"apple","trees","noun","tree"
"apple","green","adjective","green"
"apple","red","adjective","red"
"apple","taste","noun","taste"
"apple","juicy","adjective","juicy"
"apple","nutritional","adjective","nutritional"
"apple","juicy","adjective","juicy"
"apple","colorful","adjective","colorful"
"apple","johnny","noun","johnny"
"apple","Appleseed","name","appleseed"
"apple","caramel","noun","caramel"
"apple","apples","noun","apple"
"apple","fairs","noun","fair"
"apple","Halloween","name","halloween"
"apple","boning","verb","bone"
"apple","apples","adjective","apples"
"apple","johnny","noun","johnny"
"apple","apple","noun","apple"
"apple","seed","noun","seed"
"apple","Fuji","name","fuji"
"apple","green","adjective","green"
"apple","red","adjective","red"
"apple","yellow","adjective","yellow"
"apple","tasty","adjective","tasty"
"apple","juicy","adjective","juicy"
"apple","fruit","noun","fruit"
"apple","red","adjective","red"
"apple","yellow","adjective","yellow"
"apple","crunchy","adjective","crunchy"
"apple","juicy","adjective","juicy"
"apple","people","noun","people"
"apple","eat","verb","eat"
"apple","healthy","adjective","healthy"
"apple","food","noun","food"
"apple","red","adjective","red"
"apple","food","noun","food"
"apple","hard","adverb","hard"
"apple","yellow","adjective","yellow"
"apple","inside","noun","inside"
"apple","smells","verb","smell"
"apple","fresh","adjective","fresh"
"apple","fruit","noun","fruit"
"apple","can","modal","can"
"apple","eaten","verb","eat"
"apple","apple-flavored","adjective","apple flavored"
"apple","healthy","adjective","healthy"
"apple","nutritious","adjective","nutritious"
"apple","comes","verb","come"
"apple","different","adjective","different"
"apple","flavors","noun","flavor"
"apple","food","noun","food"
"apple","fruit","noun","fruit"
"apple","red","adjective","red"
"apple","green","noun","green"
"apple","yellow","noun","yellow"
"apple","healthy","adjective","healthy"
"apple","iPod","noun","ipod"
"apple","iPad","noun","ipad"
"apple","mac","noun","mac"
"apple","grown","verb","grow"
"apple","trees","noun","tree"
"apple","red","adjective","red"
"apple","free","adjective","free"
"apple","yellow","adjective","yellow"
"apple","worms","noun","worm"
"apple","type","noun","type"
"apple","food","noun","food"
"apple","grow","verb","grow"
"apple","tree","noun","tree"
"apple","healthy","adjective","healthy"
"apple","natural","adjective","natural"
"apple","sugars","noun","sugar"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","yellow","adjective","yellow"
"apple","green","adjective","green"
"apple","red","adjective","red"
"apple","sour","adjective","sour"
"apple","fruit","noun","fruit"
"apple","green","adjective","green"
"apple","red","adjective","red"
"apple","yellow","adjective","yellow"
"apple","sweet","adjective","sweet"
"apple","sour","adjective","sour"
"apple","fruit","noun","fruit"
"apple","seeds","noun","seed"
"apple","star","noun","star"
"apple","cut","verb","cut"
"apple","apple","noun","apple"
"apple","dippers","noun","dipper"
"apple","McDonald","name","mcdonald"
"apple","red","adjective","red"
"apple","yellow","adjective","yellow"
"apple","gala","noun","gala"
"apple","granny","noun","granny"
"apple","smith","noun","smith"
"apple","fruit","noun","fruit"
"apple","seeds","noun","seed"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","yellow","adjective","yellow"
"apple","stem","noun","stem"
"apple","fruit","noun","fruit"
"apple","reminds","verb","remind"
"apple","teachers","noun","teacher"
"apple","red","adjective","red"
"apple","crunchy","adjective","crunchy"
"apple","tasty","adjective","tasty"
"apple","seeds","noun","seed"
"apple","core","noun","core"
"apple","fruit","noun","fruit"
"apple","red","adjective","red"
"apple","peel","noun","peel"
"apple","give","verb","give"
"apple","teachers","noun","teacher"
"apple","computers","noun","computer"
"apple","iPod","noun","ipod"
"apple","fruit","noun","fruit"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","yellow","adjective","yellow"
"apple","pie","noun","pie"
"apple","fruit","noun","fruit"
"apple","pie","noun","pie"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","golden","adjective","golden"
"apple","fruit","noun","fruit"
"apple","orange","noun","orange"
"apple","red","adjective","red"
"apple","seeds","noun","seed"
"apple","core","noun","core"
"apple","juice","noun","juice"
"apple","fruit","noun","fruit"
"apple","juicy","adjective","juicy"
"apple","red","adjective","red"
"apple","green","adjective","green"
"apple","healthy","adjective","healthy"
"apple","grows","verb","grow"
"apple","tree","noun","tree"
"apple","skin","noun","skin"
"apple","fruit","noun","fruit"
"apple","seeds","noun","seed"
